year,overall_pick,newPick,pickDifference,rank,team,player,college,3_point_percentage,assists,average_assists,average_minutes_played,average_total_rebounds,box_plus_minus,expected_perf,field_goal_percentage,free_throw_percentage,games,minutes_played,observed_perf,overall_performance,pick_perf_difference,points,points_per_game,total_rebounds,value_over_replacement,win_shares,win_shares_per_48_minutes,years_active
2015,1,1,0,SuperStar,MIN,Karl-Anthony Towns,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,15,13,2,Starter,ATL,Kelly Oubre Jr.,Kansas,,,,,,,,,,,,,,,,,,,,,
2015,30,27,3,Solid,GSW,Kevon Looney,UCLA,,,,,,,,,,,,,,,,,,,,,
2015,4,3,1,Star,NYK,Kristaps Porziņģis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,27,9,18,Elite,LAL,Larry Nance Jr.,Wyoming,,,,,,,,,,,,,,,,,,,,,
2015,60,53,7,NA,PHI,Luka Mitrović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,50,54,-4,NA,ATL,Marcus Eriksson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,45,49,-4,Starter,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,,,,
2015,45,45,0,Starter,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,,,,
2015,45,49,-4,NA,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,,,,
2015,45,45,0,NA,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,,,,
2015,5,30,-25,Solid,ORL,Mario Hezonja,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,32,7,25,Elite,HOU,Montrezl Harrell,Louisville,,,,,,,,,,,,,,,,,,,,,
2015,11,5,6,Elite,IND,Myles Turner,Texas,,,,,,,,,,,,,,,,,,,,,
2015,26,55,-29,NA,SAS,Nikola Milutinov,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,57,56,1,NA,DEN,Nikola Radičević,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,46,14,32,Starter,MIL,Norman Powell,UCLA,,,,,,,,,,,,,,,,,,,,,
2015,42,57,-15,NA,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,,,,
2015,41,25,16,Starter,BRK,Pat Connaughton,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2015,28,37,-9,Role,BOS,R.J. Hunter,Georgia State University,,,,,,,,,,,,,,,,,,,,,
2015,36,42,-6,Rotation,MIN,Rakeem Christmas,Syracuse,,,,,,,,,,,,,,,,,,,,,
2015,17,40,-23,Rotation,MIL,Rashad Vaughn,UNLV,,,,,,,,,,,,,,,,,,,,,
2015,37,11,26,Starter,PHI,Richaun Holmes,Bowling Green,,,,,,,,,,,,,,,,,,,,,
2015,23,18,5,Starter,POR,Rondae Hollis-Jefferson,Arizona,,,,,,,,,,,,,,,,,,,,,
2015,18,34,-16,Role,HOU,Sam Dekker,Wisconsin,,,,,,,,,,,,,,,,,,,,,
2015,52,58,-6,NA,DAL,Satnam Singh,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,53,59,-6,NA,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,,,,
2015,8,29,-21,Solid,DET,Stanley Johnson,Arizona,,,,,,,,,,,,,,,,,,,,,
2015,16,6,10,Elite,BOS,Terry Rozier,Louisville,,,,,,,,,,,,,,,,,,,,,
2015,12,22,-10,Starter,UTA,Trey Lyles,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,51,60,-9,NA,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,,,,
2015,24,16,8,Starter,CLE,Tyus Jones,Duke,,,,,,,,,,,,,,,,,,,,,
2015,6,15,-9,Starter,SAC,Willie Cauley-Stein,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,35,21,14,Starter,PHI,Willy Hernangómez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,46,48,-2,Rotation,DAL,A.J. Hammons,Purdue,,,,,,,,,,,,,,,,,,,,,
2016,58,33,25,Role,BOS,Abdel Nader,Iowa State,,,,,,,,,,,,,,,,,,,,,
2016,23,31,-8,Role,BOS,Ante Žižić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,51,55,-4,NA,BOS,Ben Bentil,Providence,,,,,,,,,,,,,,,,,,,,,
2016,1,1,0,Star,PHI,Ben Simmons,LSU,,,,,,,,,,,,,,,,,,,,,
2016,2,5,-3,Elite,LAL,Brandon Ingram,Duke,,,,,,,,,,,,,,,,,,,,,
2016,25,49,-24,Rotation,LAC,Brice Johnson,UNC,,,,,,,,,,,,,,,,,,,,,
2016,6,8,-2,Elite,NOP,Buddy Hield,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2016,20,10,10,Elite,IND,Caris LeVert,Michigan,,,,,,,,,,,,,,,,,,,,,
2016,33,24,9,Solid,LAC,Cheick Diallo,Kansas,,,,,,,,,,,,,,,,,,,,,
2016,37,39,-2,Role,HOU,Chinanu Onuaku,Louisville,,,,,,,,,,,,,,,,,,,,,
2016,30,19,11,Solid,GSW,Damian Jones,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2016,56,43,13,Role,DEN,Daniel Hamilton,UConn,,,,,,,,,,,,,,,,,,,,,
2016,39,56,-17,NA,NOP,David Michineau,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,21,23,-2,Solid,ATL,DeAndre' Bembry,Saint Joseph's,,,,,,,,,,,,,,,,,,,,,
2016,29,7,22,Elite,SAS,Dejounte Murray,Washington,,,,,,,,,,,,,,,,,,,,,
2016,45,44,1,Rotation,BOS,Demetrius Jackson,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2016,14,17,-3,Solid,CHI,Denzel Valentine,Michigan State,,,,,,,,,,,,,,,,,,,,,
2016,31,37,-6,Role,BOS,Deyonta Davis,Michigan State,,,,,,,,,,,,,,,,,,,,,
2016,40,53,-13,Rotation,NOP,Diamond Stone,Maryland,,,,,,,,,,,,,,,,,,,,,
2016,11,2,9,Star,ORL,Domantas Sabonis,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2016,4,28,-24,Solid,PHO,Dragan Bender,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,26,21,5,Solid,PHI,Furkan Korkmaz,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,50,22,28,Solid,IND,Georges Niang,Iowa State,,,,,,,,,,,,,,,,,,,,,
2016,13,38,-25,Role,PHO,Georgios Papagiannis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,16,42,-26,Role,BOS,Guerschon Yabusele,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,18,35,-17,Role,DET,Henry Ellenson,Marquette,,,,,,,,,,,,,,,,,,,,,
2016,59,57,2,NA,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2016,42,26,16,Solid,UTA,Isaiah Whitehead,Seton Hall,,,,,,,,,,,,,,,,,,,,,
2016,44,58,-14,NA,ATL,Isaïa Cordinier,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,32,12,20,Starter,LAL,Ivica Zubac,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,47,32,15,Role,ORL,Jake Layman,Maryland,,,,,,,,,,,,,,,,,,,,,
2016,9,11,-2,Elite,TOR,Jakob Poeltl,Utah,,,,,,,,,,,,,,,,,,,,,
2016,7,6,1,Elite,DEN,Jamal Murray,Kentucky,,,,,,,,,,,,,,,,,,,,,
2016,3,9,-6,Elite,BOS,Jaylen Brown,California,,,,,,,,,,,,,,,,,,,,,
2016,52,47,5,Rotation,UTA,Joel Bolomboy,Weber State,,,,,,,,,,,,,,,,,,,,,
2016,15,25,-10,Solid,DEN,Juancho Hernangómez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,54,41,13,Role,ATL,Kay Felder,Oakland,,,,,,,,,,,,,,,,,,,,,
2016,5,14,-9,Starter,MIN,Kris Dunn,Providence,,,,,,,,,,,,,,,,,,,,,
2016,22,45,-23,Rotation,CHO,Malachi Richardson,Syracuse,,,,,,,,,,,,,,,,,,,,,
2016,36,4,32,Elite,MIL,Malcolm Brogdon,Virginia,,,,,,,,,,,,,,,,,,,,,
2016,19,15,4,Starter,DEN,Malik Beasley,Florida State,,,,,,,,,,,,,,,,,,,,,
2016,55,46,9,Rotation,BRK,Marcus Paige,UNC,,,,,,,,,,,,,,,,,,,,,
2016,8,16,-8,Solid,SAC,Marquese Chriss,Washington,,,,,,,,,,,,,,,,,,,,,
2016,49,54,-5,Rotation,DET,Michael Gbinije,Syracuse,,,,,,,,,,,,,,,,,,,,,
2016,27,3,24,Star,TOR,Pascal Siakam,New Mexico State,,,,,,,,,,,,,,,,,,,,,
2016,38,30,8,Role,MIL,Patrick McCaw,UNLV,,,,,,,,,,,,,,,,,,,,,
2016,48,34,14,Role,CHI,Paul Zipser,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,53,50,3,Rotation,DEN,Petr Cornelie,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,35,59,-24,NA,BOS,Rade Zagorac,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,28,18,10,Solid,PHO,Skal Labissière,Kentucky,,,,,,,,,,,,,,,,,,,,,
2016,41,51,-10,Rotation,ORL,Stephen Zimmerman,UNLV,,,,,,,,,,,,,,,,,,,,,
2016,12,13,-1,Starter,UTA,Taurean Prince,Baylor,,,,,,,,,,,,,,,,,,,,,
2016,10,29,-19,Role,MIL,Thon Maker,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,24,27,-3,Solid,PHI,Timothé Luwawu-Cabarrot,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,34,20,14,Solid,PHO,Tyler Ulis,Kentucky,,,,,,,,,,,,,,,,,,,,,
2016,60,36,24,Role,UTA,Tyrone Wallace,California,,,,,,,,,,,,,,,,,,,,,
2016,17,40,-23,Role,MEM,Wade Baldwin,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2016,57,60,-3,NA,MEM,Wang Zhelin,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2016,43,52,-9,Rotation,HOU,Zhou Qi,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,54,48,6,Role,PHO,Alec Peters,Valparaiso,,,,,,,,,,,,,,,,,,,,,
2017,60,57,3,NA,ATL,Alpha Kaba,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,25,47,-22,Role,ORL,Anžejs Pasečņiks,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,14,3,11,Star,MIA,Bam Adebayo,Kentucky,,,,,,,,,,,,,,,,,,,,,
2017,26,52,-26,Rotation,POR,Caleb Swanigan,Purdue,,,,,,,,,,,,,,,,,,,,,
2017,17,39,-22,Role,MIL,D.J. Wilson,Michigan,,,,,,,,,,,,,,,,,,,,,
2017,44,26,18,Solid,NYK,Damyean Dotson,Oregon,,,,,,,,,,,,,,,,,,,,,
2017,32,43,-11,Role,PHO,Davon Reed,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2017,5,4,1,Star,SAC,De'Aaron Fox,Kentucky,,,,,,,,,,,,,,,,,,,,,
2017,9,18,-9,Starter,DAL,Dennis Smith Jr.,NC State,,,,,,,,,,,,,,,,,,,,,
2017,29,10,19,Starter,SAS,Derrick White,Colorado,,,,,,,,,,,,,,,,,,,,,
2017,45,17,28,Starter,HOU,Dillon Brooks,Oregon,,,,,,,,,,,,,,,,,,,,,
2017,13,2,11,Star,DEN,Donovan Mitchell,Louisville,,,,,,,,,,,,,,,,,,,,,
2017,40,31,9,Solid,NOP,Dwayne Bacon,Florida State,,,,,,,,,,,,,,,,,,,,,
2017,52,37,15,Role,NOP,Edmond Sumner,Xavier,,,,,,,,,,,,,,,,,,,,,
2017,31,27,4,Solid,CHO,Frank Jackson,Duke,,,,,,,,,,,,,,,,,,,,,
2017,34,28,6,Solid,SAC,Frank Mason III,Kansas,,,,,,,,,,,,,,,,,,,,,
2017,8,29,-21,Solid,NYK,Frank Ntilikina,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,20,32,-12,Role,POR,Harry Giles,Duke,,,,,,,,,,,,,,,,,,,,,
2017,47,55,-8,Rotation,IND,Ike Anigbogu,UCLA,,,,,,,,,,,,,,,,,,,,,
2017,43,22,21,Solid,HOU,Isaiah Hartenstein,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,35,30,5,Solid,ORL,Ivan Rabb,California,,,,,,,,,,,,,,,,,,,,,
2017,56,51,5,Role,BOS,Jabari Bird,California,,,,,,,,,,,,,,,,,,,,,
2017,59,41,18,Role,SAS,Jaron Blossomgame,Clemson,,,,,,,,,,,,,,,,,,,,,
2017,22,7,15,Elite,BRK,Jarrett Allen,Texas,,,,,,,,,,,,,,,,,,,,,
2017,39,44,-5,Role,PHI,Jawun Evans,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2017,3,1,2,Star,BOS,Jayson Tatum,Duke,,,,,,,,,,,,,,,,,,,,,
2017,19,5,14,Elite,ATL,John Collins,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2017,36,42,-6,Role,PHI,Jonah Bolden,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,6,19,-13,Starter,ORL,Jonathan Isaac,Florida State,,,,,,,,,,,,,,,,,,,,,
2017,38,35,3,Role,CHI,Jordan Bell,Oregon,,,,,,,,,,,,,,,,,,,,,
2017,30,12,18,Starter,UTA,Josh Hart,Villanova,,,,,,,,,,,,,,,,,,,,,
2017,4,21,-17,Solid,PHO,Josh Jackson,Kansas,,,,,,,,,,,,,,,,,,,,,
2017,15,56,-41,Solid,POR,Justin Jackson,UNC,,,,,,,,,,,,,,,,,,,,,
2017,15,56,-41,NA,POR,Justin Jackson,UNC,,,,,,,,,,,,,,,,,,,,,
2017,16,45,-29,Role,CHI,Justin Patton,Creighton,,,,,,,,,,,,,,,,,,,,,
2017,53,33,20,Role,BOS,Kadeem Allen,Arizona,,,,,,,,,,,,,,,,,,,,,
2017,27,9,18,Elite,BRK,Kyle Kuzma,Utah,,,,,,,,,,,,,,,,,,,,,
2017,7,8,-1,Elite,MIN,Lauri Markkanen,Arizona,,,,,,,,,,,,,,,,,,,,,
2017,2,6,-4,Elite,LAL,Lonzo Ball,UCLA,,,,,,,,,,,,,,,,,,,,,
2017,12,15,-3,Starter,DET,Luke Kennard,Duke,,,,,,,,,,,,,,,,,,,,,
2017,11,20,-9,Solid,CHO,Malik Monk,Kentucky,,,,,,,,,,,,,,,,,,,,,
2017,1,16,-15,Starter,PHI,Markelle Fultz,Washington,,,,,,,,,,,,,,,,,,,,,
2017,50,58,-8,NA,PHI,Mathias Lessort,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,51,11,40,Starter,DEN,Monte Morris,Iowa State,,,,,,,,,,,,,,,,,,,,,
2017,55,53,2,Rotation,UTA,Nigel Williams-Goss,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2017,23,14,9,Starter,TOR,OG Anunoby,Indiana,,,,,,,,,,,,,,,,,,,,,
2017,58,59,-1,NA,NYK,Ognjen Jaramaz,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,57,60,-3,NA,BRK,Sasha Vezenkov,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,37,40,-3,Role,BOS,Semi Ojeleye,SMU,,,,,,,,,,,,,,,,,,,,,
2017,48,49,-1,Role,MIL,Sindarius Thornwell,South Carolina,,,,,,,,,,,,,,,,,,,,,
2017,46,25,21,Solid,PHI,Sterling Brown,SMU,,,,,,,,,,,,,,,,,,,,,
2017,18,46,-28,Role,IND,T.J. Leaf,UCLA,,,,,,,,,,,,,,,,,,,,,
2017,21,38,-17,Role,OKC,Terrance Ferguson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,42,13,29,Starter,UTA,Thomas Bryant,Indiana,,,,,,,,,,,,,,,,,,,,,
2017,28,23,5,Solid,LAL,Tony Bradley,UNC,,,,,,,,,,,,,,,,,,,,,
2017,41,36,5,Role,ATL,Tyler Dorsey,Oregon,,,,,,,,,,,,,,,,,,,,,
2017,24,54,-30,Rotation,UTA,Tyler Lydon,Syracuse,,,,,,,,,,,,,,,,,,,,,
2017,49,50,-1,Role,DEN,Vlatko Čančar,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2017,33,34,-1,Role,ORL,Wes Iwundu,Kansas State,,,,,,,,,,,,,,,,,,,,,
2017,10,24,-14,Solid,SAC,Zach Collins,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2018,23,27,-4,Solid,IND,Aaron Holiday,UCLA,,,,,,,,,,,,,,,,,,,,,
2018,50,44,6,Role,IND,Alize Johnson,Missouri State,,,,,,,,,,,,,,,,,,,,,
2018,24,24,0,Solid,POR,Anfernee Simons,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,55,58,-3,NA,CHO,Arnoldas Kulboka,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,42,19,23,Starter,DET,Bruce Brown,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2018,22,40,-18,Role,CHI,Chandler Hutchison,Boise State,,,,,,,,,,,,,,,,,,,,,
2018,49,35,14,Solid,SAS,Chimezie Metu,USC,,,,,,,,,,,,,,,,,,,,,
2018,8,5,3,Elite,CLE,Collin Sexton,Alabama,,,,,,,,,,,,,,,,,,,,,
2018,46,20,26,Starter,HOU,De'Anthony Melton,USC,,,,,,,,,,,,,,,,,,,,,
2018,1,3,-2,Star,PHO,Deandre Ayton,Arizona,,,,,,,,,,,,,,,,,,,,,
2018,53,52,1,Rotation,OKC,Devon Hall,Virginia,,,,,,,,,,,,,,,,,,,,,
2018,34,9,25,Starter,ATL,Devonte' Graham,Kansas,,,,,,,,,,,,,,,,,,,,,
2018,17,17,0,Starter,MIL,Donte DiVincenzo,Villanova,,,,,,,,,,,,,,,,,,,,,
2018,29,46,-17,Role,BRK,Džanan Musa,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,31,41,-10,Role,PHO,Elie Okobo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,37,18,19,Starter,SAC,Gary Trent Jr.,Duke,,,,,,,,,,,,,,,,,,,,,
2018,59,57,2,NA,PHO,George King,Colorado,,,,,,,,,,,,,,,,,,,,,
2018,21,23,-2,Solid,UTA,Grayson Allen,Duke,,,,,,,,,,,,,,,,,,,,,
2018,45,31,14,Solid,BRK,Hamidou Diallo,Kentucky,,,,,,,,,,,,,,,,,,,,,
2018,39,42,-3,Role,PHI,Isaac Bonga,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,44,59,-15,NA,WAS,Issuf Sanon,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,28,48,-20,Rotation,GSW,Jacob Evans,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2018,33,10,23,Starter,DAL,Jalen Brunson,Villanova,,,,,,,,,,,,,,,,,,,,,
2018,4,12,-8,Starter,MEM,Jaren Jackson Jr.,Michigan State,,,,,,,,,,,,,,,,,,,,,
2018,41,26,15,Solid,ORL,Jarred Vanderbilt,Kentucky,,,,,,,,,,,,,,,,,,,,,
2018,13,43,-30,Role,LAC,Jerome Robinson,Boston College,,,,,,,,,,,,,,,,,,,,,
2018,32,36,-4,Role,MEM,Jevon Carter,West Virginia,,,,,,,,,,,,,,,,,,,,,
2018,20,33,-13,Solid,MIN,Josh Okogie,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2018,43,56,-13,Solid,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,,,,
2018,43,56,-13,NA,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,,,,
2018,48,39,9,Role,MIN,Keita Bates-Diop,Ohio State,,,,,,,,,,,,,,,,,,,,,
2018,57,55,2,NA,OKC,Kevin Hervey,UT Arlington,,,,,,,,,,,,,,,,,,,,,
2018,19,13,6,Starter,ATL,Kevin Huerter,Maryland,,,,,,,,,,,,,,,,,,,,,
2018,9,37,-28,Role,NYK,Kevin Knox,Kentucky,,,,,,,,,,,,,,,,,,,,,
2018,38,45,-7,Role,PHI,Khyri Thomas,Creighton,,,,,,,,,,,,,,,,,,,,,
2018,60,53,7,Rotation,PHI,Kostas Antetokounmpo,Dayton,,,,,,,,,,,,,,,,,,,,,
2018,26,25,1,Solid,PHI,Landry Shamet,Wichita State,,,,,,,,,,,,,,,,,,,,,
2018,18,30,-12,Solid,SAS,Lonnie Walker IV,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2018,3,1,2,SuperStar,ATL,Luka Dončić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,2,14,-12,Starter,SAC,Marvin Bagley III,Duke,,,,,,,,,,,,,,,,,,,,,
2018,35,51,-16,Rotation,ORL,Melvin Frazier,Tulane,,,,,,,,,,,,,,,,,,,,,
2018,14,11,3,Starter,DEN,Michael Porter Jr.,Missouri,,,,,,,,,,,,,,,,,,,,,
2018,10,8,2,Elite,PHI,Mikal Bridges,Villanova,,,,,,,,,,,,,,,,,,,,,
2018,12,7,5,Elite,LAC,Miles Bridges,Michigan State,,,,,,,,,,,,,,,,,,,,,
2018,36,15,21,Starter,NYK,Mitchell Robinson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,6,21,-15,Starter,ORL,Mo Bamba,Texas,,,,,,,,,,,,,,,,,,,,,
2018,25,29,-4,Solid,LAL,Moritz Wagner,Michigan,,,,,,,,,,,,,,,,,,,,,
2018,30,32,-2,Solid,ATL,Omari Spellman,Villanova,,,,,,,,,,,,,,,,,,,,,
2018,56,50,6,Rotation,PHI,Ray Spalding,Louisville,,,,,,,,,,,,,,,,,,,,,
2018,27,16,11,Starter,BOS,Robert Williams,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2018,40,38,2,Role,BRK,Rodions Kurucs,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2018,11,4,7,Elite,CHO,Shai Gilgeous-Alexander,Kentucky,,,,,,,,,,,,,,,,,,,,,
2018,54,22,32,Solid,DAL,Shake Milton,SMU,,,,,,,,,,,,,,,,,,,,,
2018,47,34,13,Solid,LAL,Svi Mykhailiuk,Kansas,,,,,,,,,,,,,,,,,,,,,
2018,58,49,9,Rotation,DEN,Thomas Welsh,UCLA,,,,,,,,,,,,,,,,,,,,,
2018,51,60,-9,NA,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,,,,
2018,5,2,3,Star,DAL,Trae Young,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2018,15,28,-13,Solid,WAS,Troy Brown Jr.,Oregon,,,,,,,,,,,,,,,,,,,,,
2018,52,54,-2,NA,UTA,Vince Edwards,Purdue,,,,,,,,,,,,,,,,,,,,,
2018,7,6,1,Elite,CHI,Wendell Carter Jr.,Duke,,,,,,,,,,,,,,,,,,,,,
2018,16,47,-31,Rotation,PHO,Zhaire Smith,Texas Tech,,,,,,,,,,,,,,,,,,,,,
2019,42,41,1,Role,PHI,Admiral Schofield,Tennessee,,,,,,,,,,,,,,,,,,,,,
2019,39,44,-5,Role,NOP,Alen Smailagić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,44,50,-6,Role,MIA,Bol Bol,Oregon,,,,,,,,,,,,,,,,,,,,,
2019,21,10,11,Starter,OKC,Brandon Clarke,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2019,34,43,-9,Role,PHI,Bruno Fernando,Maryland,,,,,,,,,,,,,,,,,,,,,
2019,10,22,-12,Solid,ATL,Cam Reddish,Duke,,,,,,,,,,,,,,,,,,,,,
2019,11,13,-2,Starter,MIN,Cameron Johnson,UNC,,,,,,,,,,,,,,,,,,,,,
2019,33,45,-12,Role,PHI,Carsen Edwards,Purdue,,,,,,,,,,,,,,,,,,,,,
2019,16,19,-3,Solid,ORL,Chuma Okeke,Auburn,,,,,,,,,,,,,,,,,,,,,
2019,7,7,0,Starter,CHI,Coby White,UNC,,,,,,,,,,,,,,,,,,,,,
2019,36,23,13,Solid,CHO,Cody Martin,Nevada,,,,,,,,,,,,,,,,,,,,,
2019,38,24,14,Solid,CHI,Daniel Gafford,Arkansas,,,,,,,,,,,,,,,,,,,,,
2019,23,18,5,Solid,UTA,Darius Bazley,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,5,3,2,Elite,CLE,Darius Garland,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2019,4,14,-10,Starter,LAL,De'Andre Hunter,Virginia,,,,,,,,,,,,,,,,,,,,,
2019,37,57,-20,Rotation,DAL,Deividas Sirvydis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,59,55,4,Rotation,TOR,Dewan Hernandez,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2019,35,39,-4,Role,ATL,Didi Louzada,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,26,36,-10,Role,CLE,Dylan Windler,Belmont,,,,,,,,,,,,,,,,,,,,,
2019,41,21,20,Solid,GSW,Eric Paschall,Villanova,,,,,,,,,,,,,,,,,,,,,
2019,18,33,-15,Role,IND,Goga Bitadze,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,22,28,-6,Solid,BOS,Grant Williams,Tennessee,,,,,,,,,,,,,,,,,,,,,
2019,47,38,9,Role,SAC,Ignas Brazdeikis,Michigan,,,,,,,,,,,,,,,,,,,,,
2019,45,17,28,Solid,DET,Isaiah Roby,Nebraska,,,,,,,,,,,,,,,,,,,,,
2019,2,1,1,Star,MEM,Ja Morant,Murray State,,,,,,,,,,,,,,,,,,,,,
2019,52,30,22,Solid,CHO,Jalen McDaniels,San Diego State,,,,,,,,,,,,,,,,,,,,,
2019,50,42,8,Role,IND,Jarrell Brantley,College of Charleston,,,,,,,,,,,,,,,,,,,,,
2019,6,35,-29,Role,PHO,Jarrett Culver,Texas Tech,,,,,,,,,,,,,,,,,,,,,
2019,8,16,-8,Solid,ATL,Jaxson Hayes,Texas,,,,,,,,,,,,,,,,,,,,,
2019,56,59,-3,NA,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,,,,
2019,43,27,16,Solid,MIN,Jaylen Nowell,Washington,,,,,,,,,,,,,,,,,,,,,
2019,57,58,-1,Rotation,NOP,Jordan Bone,Tennessee,,,,,,,,,,,,,,,,,,,,,
2019,28,12,16,Starter,GSW,Jordan Poole,Michigan,,,,,,,,,,,,,,,,,,,,,
2019,40,54,-14,Rotation,SAC,Justin James,Wyoming,,,,,,,,,,,,,,,,,,,,,
2019,53,47,6,Role,UTA,Justin Wright-Foreman,Hofstra,,,,,,,,,,,,,,,,,,,,,
2019,32,52,-20,Rotation,PHO,KZ Okpala,Stanford,,,,,,,,,,,,,,,,,,,,,
2019,29,6,23,Starter,SAS,Keldon Johnson,Kentucky,,,,,,,,,,,,,,,,,,,,,
2019,30,8,22,Starter,MIL,Kevin Porter Jr.,USC,,,,,,,,,,,,,,,,,,,,,
2019,55,51,4,Role,NYK,Kyle Guy,Virginia,,,,,,,,,,,,,,,,,,,,,
2019,19,49,-30,Role,SAS,Luka Šamanić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2019,54,56,-2,Rotation,PHI,Marial Shayok,Iowa State,,,,,,,,,,,,,,,,,,,,,
2019,20,31,-11,Solid,BOS,Matisse Thybulle,Washington,,,,,,,,,,,,,,,,,,,,,
2019,27,46,-19,Role,BRK,Mfiondu Kabengele,Florida State,,,,,,,,,,,,,,,,,,,,,
2019,58,48,10,Role,GSW,Miye Oni,Yale,,,,,,,,,,,,,,,,,,,,,
2019,25,32,-7,Role,POR,Nassir Little,UNC,,,,,,,,,,,,,,,,,,,,,
