year,overall_pick,newPick,pickDifference,rank,team,player,college,unit,indicator,value
1999,18,14,4,Elite,DEN,James Posey,Xavier,Selection,expected_perf,8.8114032785493
1999,18,14,4,Elite,DEN,James Posey,Xavier,Selection,observed_perf,8.668440687925225
1999,18,14,4,Elite,DEN,James Posey,Xavier,Selection,pick_perf_difference,-0.1429625906240748
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,3_point_percentage,0.38
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,assists,5415
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,average_assists,3.8
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,average_minutes_played,29.8
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,average_total_rebounds,2.3
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,box_plus_minus,1.5
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,field_goal_percentage,0.444
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,free_throw_percentage,0.845
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,games,1410
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,minutes_played,42034
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,overall_performance,14.541243655841871
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,points,18881
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,points_per_game,13.4
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,total_rebounds,3274
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,value_over_replacement,37.4
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,win_shares,102
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,win_shares_per_48_minutes,0.116
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Player,years_active,19
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Selection,expected_perf,9.766222689889272
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Selection,observed_perf,10.42642271450905
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,Selection,pick_perf_difference,0.6602000246197779
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,3_point_percentage,0.13
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,assists,703
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,average_assists,0.9
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,average_minutes_played,20.6
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,average_total_rebounds,6.9
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,box_plus_minus,-0.4
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,field_goal_percentage,0.497
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,free_throw_percentage,0.615
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,games,764
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,minutes_played,15750
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,overall_performance,10.154647061945038
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,points,3747
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,points_per_game,4.9
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,total_rebounds,5248
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,value_over_replacement,6.3
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,win_shares,47.5
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,win_shares_per_48_minutes,0.145
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Player,years_active,13
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Selection,expected_perf,8.499888854175474
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Selection,observed_perf,8.982647132902345
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,Selection,pick_perf_difference,0.4827582787268714
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,3_point_percentage,0.222
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,assists,20
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,average_assists,1.3
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,average_minutes_played,11.6
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,average_total_rebounds,0.7
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,box_plus_minus,-7.6
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,field_goal_percentage,0.333
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,free_throw_percentage,0.833
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,games,16
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,minutes_played,185
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,overall_performance,6.027177055928993
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,points,37
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,points_per_game,2.3
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,total_rebounds,11
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,value_over_replacement,-0.3
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,win_shares,-0.1
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,win_shares_per_48_minutes,-0.038
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Player,years_active,1
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Selection,expected_perf,7.617689103605072
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Selection,observed_perf,7.696232103686363
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,Selection,pick_perf_difference,0.07854300008129123
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,3_point_percentage,0.34
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,assists,170
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,average_assists,0.6
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,average_minutes_played,14.7
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,average_total_rebounds,2.2
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,box_plus_minus,-2.6
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,field_goal_percentage,0.417
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,free_throw_percentage,0.763
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,games,262
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,minutes_played,3847
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,overall_performance,7.676733451944954
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,points,1453
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,points_per_game,5.5
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,total_rebounds,582
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,value_over_replacement,-0.6
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,win_shares,3.8
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,win_shares_per_48_minutes,0.047
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Player,years_active,8
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Selection,expected_perf,11.059339900349276
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Selection,observed_perf,11.538965151275113
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,Selection,pick_perf_difference,0.47962525092583697
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,3_point_percentage,0.349
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,assists,408
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,average_assists,0.9
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,average_minutes_played,20.8
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,average_total_rebounds,4.2
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,box_plus_minus,-1.2
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,field_goal_percentage,0.424
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,free_throw_percentage,0.704
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,games,471
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,minutes_played,9780
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,overall_performance,8.97070509442956
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,points,3325
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,points_per_game,7.1
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,total_rebounds,1987
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,value_over_replacement,2.1
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,win_shares,15.1
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,win_shares_per_48_minutes,0.074
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Player,years_active,8
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Selection,expected_perf,7.904457768907992
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Selection,observed_perf,8.536075693119663
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,Selection,pick_perf_difference,0.6316179242116711
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,3_point_percentage,0.244
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,assists,975
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,average_assists,1.5
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,average_minutes_played,27.4
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,average_total_rebounds,6.9
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,box_plus_minus,-1.3
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,field_goal_percentage,0.465
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,free_throw_percentage,0.699
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,games,632
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,minutes_played,17306
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,overall_performance,10.639562597395315
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,points,5876
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,points_per_game,9.3
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,total_rebounds,4341
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,value_over_replacement,3.1
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,win_shares,31.2
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,win_shares_per_48_minutes,0.086
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Player,years_active,11
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Selection,expected_perf,8.398271041148732
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Selection,observed_perf,7.970619083106839
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,Selection,pick_perf_difference,-0.42765195804189293
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,3_point_percentage,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,assists,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,average_assists,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,average_minutes_played,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,average_total_rebounds,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,box_plus_minus,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,field_goal_percentage,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,free_throw_percentage,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,games,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,minutes_played,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,overall_performance,3.1034894171256564
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,points,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,points_per_game,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,total_rebounds,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,value_over_replacement,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,win_shares,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,win_shares_per_48_minutes,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Player,years_active,0
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Selection,expected_perf,5.129805927119481
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Selection,observed_perf,5.295978009663138
1999,55,52,3,Deep,BOS,Kris Clack,Texas,Selection,pick_perf_difference,0.16617208254365678
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,3_point_percentage,0.312
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,assists,3554
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,average_assists,3.7
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,average_minutes_played,33.4
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,average_total_rebounds,8.4
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,box_plus_minus,1.9
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,field_goal_percentage,0.463
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,free_throw_percentage,0.693
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,games,961
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,minutes_played,32131
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,overall_performance,14.167458827409433
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,points,12781
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,points_per_game,13.3
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,total_rebounds,8059
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,value_over_replacement,31.4
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,win_shares,77
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,win_shares_per_48_minutes,0.115
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Player,years_active,14
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Selection,expected_perf,11.462324468993414
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Selection,observed_perf,11.817258431554071
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,Selection,pick_perf_difference,0.3549339625606578
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,3_point_percentage,0
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,assists,2
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,average_assists,0.1
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,average_minutes_played,5.6
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,average_total_rebounds,1.4
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,box_plus_minus,-7.4
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,field_goal_percentage,0.406
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,free_throw_percentage,0.667
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,games,25
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,minutes_played,139
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,overall_performance,5.20277819592005
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,points,34
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,points_per_game,1.4
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,total_rebounds,34
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,value_over_replacement,-0.2
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,win_shares,0
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,win_shares_per_48_minutes,-0.015
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Player,years_active,2
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Selection,expected_perf,5.775316220695943
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Selection,observed_perf,5.40530764198491
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,Selection,pick_perf_difference,-0.3700085787110332
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,3_point_percentage,0.236
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,assists,166
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,average_assists,1.2
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,average_minutes_played,11.4
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,average_total_rebounds,1.5
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,box_plus_minus,-2.1
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,field_goal_percentage,0.419
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,free_throw_percentage,0.712
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,games,135
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,minutes_played,1537
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,overall_performance,6.745921833717887
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,points,441
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,points_per_game,3.3
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,total_rebounds,209
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,value_over_replacement,0
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,win_shares,0.7
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,win_shares_per_48_minutes,0.021
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Player,years_active,4
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Selection,expected_perf,6.868225319913635
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Selection,observed_perf,7.125128767822074
1999,38,33,5,Role,ORL,Laron Profit,Maryland,Selection,pick_perf_difference,0.25690344790843866
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,3_point_percentage,0.111
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,assists,298
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,average_assists,1
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,average_minutes_played,19
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,average_total_rebounds,3.1
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,box_plus_minus,-2
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,field_goal_percentage,0.474
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,free_throw_percentage,0.786
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,games,306
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,minutes_played,5820
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,overall_performance,8.213325747557429
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,points,2622
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,points_per_game,8.6
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,total_rebounds,936
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,value_over_replacement,0
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,win_shares,8
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,win_shares_per_48_minutes,0.066
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Player,years_active,6
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Selection,expected_perf,6.3879340081593226
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Selection,observed_perf,6.632976962046986
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,Selection,pick_perf_difference,0.24504295388766373
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,3_point_percentage,0
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,assists,3
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,average_assists,0.2
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,average_minutes_played,6.9
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,average_total_rebounds,2.2
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,box_plus_minus,-2.9
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,field_goal_percentage,0.393
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,free_throw_percentage,0.647
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,games,15
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,minutes_played,104
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,overall_performance,5.712184806452349
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,points,33
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,points_per_game,2.2
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,total_rebounds,33
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,value_over_replacement,0
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,win_shares,0.2
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,win_shares_per_48_minutes,0.112
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Player,years_active,2
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Selection,expected_perf,7.712608618627678
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Selection,observed_perf,7.483510758316111
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,Selection,pick_perf_difference,-0.2290978603115672
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,3_point_percentage,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,assists,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,average_assists,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,average_minutes_played,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,average_total_rebounds,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,box_plus_minus,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,field_goal_percentage,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,free_throw_percentage,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,games,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,minutes_played,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,overall_performance,3.1034894171256564
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,points,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,points_per_game,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,total_rebounds,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,value_over_replacement,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,win_shares,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,win_shares_per_48_minutes,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Player,years_active,0
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Selection,expected_perf,6.485826042330427
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Selection,observed_perf,6.7541558350368
1999,42,53,-11,Deep,MIN,Louis Bullock,Michigan,Selection,pick_perf_difference,0.268329792706373
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,3_point_percentage,0.369
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,assists,4001
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,average_assists,3.8
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,average_minutes_played,25.4
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,average_total_rebounds,3.5
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,box_plus_minus,5
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,field_goal_percentage,0.447
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,free_throw_percentage,0.827
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,games,1057
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,minutes_played,26859
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,overall_performance,14.203136138592232
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,points,14043
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,points_per_game,13.3
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,total_rebounds,3697
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,value_over_replacement,47.6
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,win_shares,106.4
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,win_shares_per_48_minutes,0.19
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Player,years_active,16
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Selection,expected_perf,4.910422647375398
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Selection,observed_perf,4.575311103816948
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,Selection,pick_perf_difference,-0.3351115435584502
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,3_point_percentage,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,assists,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,average_assists,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,average_minutes_played,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,average_total_rebounds,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,box_plus_minus,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,field_goal_percentage,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,free_throw_percentage,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,games,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,minutes_played,0
1999,54,54,0,Deep,DET,Melvin Levett,Cincinnati,Player,overall_performance,3.1034894171256564
