year,overall_pick,newPick,pickDifference,rank,team,player,college,unit,indicator,value
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,3_point_percentage,0
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,assists,34
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,average_assists,0.3
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,average_minutes_played,12.9
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,average_total_rebounds,3.7
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,box_plus_minus,-3.7
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,field_goal_percentage,0.439
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,free_throw_percentage,0.524
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,games,116
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,minutes_played,1499
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,overall_performance,6.329916184209449
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,points,418
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,points_per_game,3.6
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,total_rebounds,428
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,value_over_replacement,-0.7
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,win_shares,1
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,win_shares_per_48_minutes,0.033
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Player,years_active,4
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Selection,expected_perf,8.198049018363248
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Selection,observed_perf,9.086460391020434
1989,24,37,-13,Role,PHO,Anthony Cook,Arizona,Selection,pick_perf_difference,0.8884113726571865
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,3_point_percentage,0.425
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,assists,2479
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,average_assists,3.3
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,average_minutes_played,23.8
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,average_total_rebounds,1.8
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,box_plus_minus,-0.2
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,field_goal_percentage,0.477
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,free_throw_percentage,0.856
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,games,747
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,minutes_played,17790
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,overall_performance,11.055845545504937
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,points,7320
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,points_per_game,9.8
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,total_rebounds,1321
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,value_over_replacement,8.1
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,win_shares,45
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,win_shares_per_48_minutes,0.121
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Player,years_active,11
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Selection,expected_perf,8.8114032785493
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Selection,observed_perf,8.668440687925225
1989,18,12,6,Elite,CHI,B.J. Armstrong,Iowa,Selection,pick_perf_difference,-0.1429625906240748
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,3_point_percentage,0.335
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,assists,1409
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,average_assists,2
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,average_minutes_played,26.1
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,average_total_rebounds,3.4
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,box_plus_minus,-1.6
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,field_goal_percentage,0.475
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,free_throw_percentage,0.779
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,games,704
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,minutes_played,18409
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,overall_performance,10.369453643524098
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,points,7585
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,points_per_game,10.8
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,total_rebounds,2376
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,value_over_replacement,1.9
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,win_shares,24.2
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,win_shares_per_48_minutes,0.063
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Player,years_active,10
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Selection,expected_perf,8.499888854175474
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Selection,observed_perf,8.982647132902345
1989,21,14,7,Elite,UTA,Blue Edwards,East Carolina University,Selection,pick_perf_difference,0.4827582787268714
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,3_point_percentage,0.326
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,assists,76
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,average_assists,0.6
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,average_minutes_played,11.1
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,average_total_rebounds,1.6
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,box_plus_minus,-3.7
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,field_goal_percentage,0.414
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,free_throw_percentage,0.677
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,games,138
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,minutes_played,1530
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,overall_performance,6.577909698604048
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,points,474
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,points_per_game,3.4
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,total_rebounds,224
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,value_over_replacement,-0.6
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,win_shares,0.9
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,win_shares_per_48_minutes,0.027
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Player,years_active,3
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Selection,expected_perf,5.669532861388519
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Selection,observed_perf,5.234419555238597
1989,50,34,16,Role,NYK,Brian Quinnett,Washington State,Selection,pick_perf_difference,-0.4351133061499217
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,3_point_percentage,0.35
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,assists,73
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,average_assists,0.8
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,average_minutes_played,9.8
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,average_total_rebounds,1.4
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,box_plus_minus,0.6
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,field_goal_percentage,0.471
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,free_throw_percentage,0.722
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,games,87
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,minutes_played,849
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,overall_performance,7.11764555851358
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,points,451
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,points_per_game,5.2
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,total_rebounds,123
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,value_over_replacement,0.6
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,win_shares,2.1
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,win_shares_per_48_minutes,0.121
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Player,years_active,3
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Selection,expected_perf,8.398271041148732
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Selection,observed_perf,7.970619083106839
1989,22,32,-10,Role,POR,Byron Irvin,Missouri,Selection,pick_perf_difference,-0.42765195804189293
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,3_point_percentage,0.227
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,assists,549
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,average_assists,0.8
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,average_minutes_played,17.2
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,average_total_rebounds,3.1
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,box_plus_minus,-2.7
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,field_goal_percentage,0.491
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,free_throw_percentage,0.699
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,games,694
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,minutes_played,11962
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,overall_performance,8.868874988912317
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,points,4125
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,points_per_game,5.9
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,total_rebounds,2148
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,value_over_replacement,-2
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,win_shares,19
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,win_shares_per_48_minutes,0.076
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Player,years_active,13
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Selection,expected_perf,6.3879340081593226
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Selection,observed_perf,6.632976962046986
1989,43,21,22,Starter,CLE,Chucky Brown,NC State,Selection,pick_perf_difference,0.24504295388766373
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,3_point_percentage,0.356
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,assists,3094
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,average_assists,2.2
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,average_minutes_played,30.8
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,average_total_rebounds,4.6
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,box_plus_minus,0.5
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,field_goal_percentage,0.438
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,free_throw_percentage,0.689
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,games,1380
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,minutes_played,42561
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,overall_performance,13.901896244541062
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,points,19591
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,points_per_game,14.2
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,total_rebounds,6306
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,value_over_replacement,26.6
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,win_shares,89.7
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,win_shares_per_48_minutes,0.101
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Player,years_active,18
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Selection,expected_perf,7.0558537419510134
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Selection,observed_perf,6.630179324950966
1989,36,5,31,SuperStar,POR,Clifford Robinson,UConn,Selection,pick_perf_difference,-0.4256744170000477
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,3_point_percentage,0.411
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,assists,2837
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,average_assists,3.3
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,average_minutes_played,22.9
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,average_total_rebounds,1.9
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,box_plus_minus,1.7
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,field_goal_percentage,0.46
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,free_throw_percentage,0.858
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,games,850
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,minutes_played,19480
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,overall_performance,11.67250448854807
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,points,8901
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,points_per_game,10.5
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,total_rebounds,1609
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,value_over_replacement,18.1
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,win_shares,49.6
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,win_shares_per_48_minutes,0.122
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Player,years_active,14
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Selection,expected_perf,9.025158531507863
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Selection,observed_perf,8.666195900815309
1989,16,9,7,Star,SEA,Dana Barros,Boston College,Selection,pick_perf_difference,-0.3589626306925542
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,3_point_percentage,0.393
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,assists,1185
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,average_assists,1.3
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,average_minutes_played,19.8
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,average_total_rebounds,2.8
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,box_plus_minus,-0.9
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,field_goal_percentage,0.446
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,free_throw_percentage,0.84
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,games,917
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,minutes_played,18133
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,overall_performance,10.241880562028829
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,points,6439
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,points_per_game,7
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,total_rebounds,2550
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,value_over_replacement,4.9
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,win_shares,34.8
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,win_shares_per_48_minutes,0.092
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Player,years_active,13
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Selection,expected_perf,12.383460721232604
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Selection,observed_perf,11.631340812534505
1989,2,16,-14,Elite,LAC,Danny Ferry,Duke,Selection,pick_perf_difference,-0.7521199086980985
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,3_point_percentage,0
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,assists,356
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,average_assists,1.6
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,average_minutes_played,32.6
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,average_total_rebounds,8.4
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,box_plus_minus,-0.4
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,field_goal_percentage,0.497
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,free_throw_percentage,0.735
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,games,224
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,minutes_played,7308
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,overall_performance,10.38499486876004
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,points,3733
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,points_per_game,16.7
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,total_rebounds,1883
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,value_over_replacement,3
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,win_shares,14.3
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,win_shares_per_48_minutes,0.094
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Player,years_active,4
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Selection,expected_perf,6.678583724555628
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Selection,observed_perf,7.087091315243634
1989,40,13,27,Elite,BOS,Dino Radja,Didn't play College,Selection,pick_perf_difference,0.40850759068800624
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,3_point_percentage,0
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,assists,20
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,average_assists,0.5
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,average_minutes_played,9.8
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,average_total_rebounds,2.9
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,box_plus_minus,-5.3
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,field_goal_percentage,0.43
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,free_throw_percentage,0.5
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,games,42
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,minutes_played,412
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,overall_performance,5.650882651176178
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,points,81
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,points_per_game,1.9
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,total_rebounds,120
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,value_over_replacement,-0.3
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,win_shares,0.4
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,win_shares_per_48_minutes,0.052
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Player,years_active,1
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Selection,expected_perf,6.582663326398087
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Selection,observed_perf,6.700451345637291
1989,41,39,2,Rotation,WSB,Doug Roth,Tennessee,Selection,pick_perf_difference,0.11778801923920401
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,3_point_percentage,0.191
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,assists,1292
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,average_assists,1.9
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,average_minutes_played,24.6
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,average_total_rebounds,2.5
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,box_plus_minus,-3
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,field_goal_percentage,0.481
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,free_throw_percentage,0.801
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,games,676
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,minutes_played,16649
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,overall_performance,9.63999915053392
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,points,6477
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,points_per_game,9.6
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,total_rebounds,1670
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,value_over_replacement,-4.2
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,win_shares,17.7
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,win_shares_per_48_minutes,0.051
1989,38,18,20,Starter,MIN,Doug West,Villanova,Player,years_active,12
1989,38,18,20,Starter,MIN,Doug West,Villanova,Selection,expected_perf,6.868225319913635
1989,38,18,20,Starter,MIN,Doug West,Villanova,Selection,observed_perf,7.125128767822074
1989,38,18,20,Starter,MIN,Doug West,Villanova,Selection,pick_perf_difference,0.25690344790843866
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,3_point_percentage,0
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,assists,5
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,average_assists,0.3
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,average_minutes_played,5.5
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,average_total_rebounds,1.3
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,box_plus_minus,-5.8
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,field_goal_percentage,0.359
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,free_throw_percentage,0.688
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,games,20
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,minutes_played,109
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,overall_performance,5.236667438792629
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,points,39
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,points_per_game,2
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,total_rebounds,26
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,value_over_replacement,-0.1
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,win_shares,0
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,win_shares_per_48_minutes,-0.015
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Player,years_active,1
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Selection,expected_perf,7.712608618627678
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Selection,observed_perf,7.483510758316111
1989,29,44,-15,Rotation,CHH,Dyron Nix,Tennessee,Selection,pick_perf_difference,-0.2290978603115672
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,3_point_percentage,0
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,assists,19
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,average_assists,0.4
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,average_minutes_played,8.3
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,average_total_rebounds,2.4
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,box_plus_minus,-4.9
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,field_goal_percentage,0.494
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,free_throw_percentage,0.609
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,games,45
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,minutes_played,374
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,overall_performance,5.994376398387445
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,points,202
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,points_per_game,4.5
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,total_rebounds,108
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,value_over_replacement,-0.3
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,win_shares,0.4
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,win_shares_per_48_minutes,0.05
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Player,years_active,1
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Selection,expected_perf,6.773725100996372
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Selection,observed_perf,6.169055903512536
1989,39,38,1,Rotation,WSB,Ed Horton,Iowa,Selection,pick_perf_difference,-0.6046691974838359
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,3_point_percentage,0.263
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,assists,30
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,average_assists,0.3
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,average_minutes_played,6.7
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,average_total_rebounds,1.1
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,box_plus_minus,-6.2
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,field_goal_percentage,0.369
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,free_throw_percentage,0.596
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,games,89
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,minutes_played,595
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,overall_performance,5.6129472417879995
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,points,171
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,points_per_game,1.9
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,total_rebounds,95
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,value_over_replacement,-0.6
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,win_shares,0
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,win_shares_per_48_minutes,-0.004
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Player,years_active,2
1989,30,41,-11,Rotation,MIL,Frank Kornet,Vanderbilt,Selection,expected_perf,7.617689103605072
